rank_window,heat_score,heat_rank_score,source,kind,agency,title,published_date,url,document_url,format,rationale,heat_score_today,exact_url_mentions_today,filename_mentions_today,canonical_mentions_today,social_exact_mentions_today,crawl_hits_today,providers_checked_today,errors_today,heat_score_7d,exact_url_mentions_7d,filename_mentions_7d,canonical_mentions_7d,social_exact_mentions_7d,crawl_hits_7d,providers_checked_7d,errors_7d,heat_score_30d,exact_url_mentions_30d,filename_mentions_30d,canonical_mentions_30d,social_exact_mentions_30d,crawl_hits_30d,providers_checked_30d,errors_30d
7d,0.0,0.0,NYC Independent Budget Office,report,,Analysis of the 2025 Executive Budget and Financial Plan by the Independent Budget Office,2024-05-15,https://ibo.nyc.ny.us/iboreports/executive-budget-may-2024.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:executive-budget-may-2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=executive-budget-may-2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496071,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://ibo.nyc.ny.us/iboreports/executive-budget-may-2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fibo.nyc.ny.us%2Fiboreports%2Fexecutive-budget-may-2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977671 | hackernews:executive-budget-may-2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=executive-budget-may-2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977671,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://ibo.nyc.ny.us/iboreports/executive-budget-may-2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fibo.nyc.ny.us%2Fiboreports%2Fexecutive-budget-may-2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472 | hackernews:executive-budget-may-2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=executive-budget-may-2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472
7d,0.0,0.0,NYC Independent Budget Office,report,,Analysis of the 2025 Preliminary Budget and Financial Plan by the Independent Budget Office,,https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsprelimbudget2024.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:publicationsAnnualsprelimbudget2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsprelimbudget2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496071,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsprelimbudget2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2FpublicationsAnnualsprelimbudget2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977671 | hackernews:publicationsAnnualsprelimbudget2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsprelimbudget2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977672,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsprelimbudget2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2FpublicationsAnnualsprelimbudget2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472 | hackernews:publicationsAnnualsprelimbudget2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsprelimbudget2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472
7d,0.0,0.0,NYC Independent Budget Office,report,,NYC Independent Budget Office Asylum Seeker Cost Projections For Fiscal Years 2025 & 2026,2024-05-15,https://ibo.nyc.ny.us/iboreports/Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://ibo.nyc.ny.us/iboreports/Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fibo.nyc.ny.us%2Fiboreports%2FIbo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977672 | hackernews:Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977672,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://ibo.nyc.ny.us/iboreports/Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fibo.nyc.ny.us%2Fiboreports%2FIbo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472 | hackernews:Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=Ibo-asylum-seeker-projections-as-of-theexecutive-budget-may2024.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472
7d,0.0,0.0,NYC Independent Budget Office,report,,Focus on: The Mayor’s Fiscal Year 2024 November Plan,,https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsFiscalOutlook2023.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2FpublicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496071 | hackernews:publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496072,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2FpublicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977672 | hackernews:publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977672,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2FpublicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472 | hackernews:publicationsAnnualsFiscalOutlook2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=publicationsAnnualsFiscalOutlook2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990472
7d,0.0,0.0,NYC Independent Budget Office,report,,IBO's Testimony on the Mayor's Executive Budget for Fiscal Year 2024,2023-05-23,https://www.ibo.nyc.ny.us/iboreports/testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf,https://www.ibo.nyc.ny.us/iboreports/testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf,pdf,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Ftestimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977673 | hackernews:testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977673,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Ftestimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990473 | hackernews:testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=testimony-on-executive-budget-for-fiscal-year-2024-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990473
7d,0.0,0.0,NYC Independent Budget Office,report,,"Modest Economic Recovery, With Persistent Budget Challenges",2023-05-15,https://www.ibo.nyc.ny.us/iboreports/modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf,https://www.ibo.nyc.ny.us/iboreports/modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf,pdf,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fmodest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496073 | hackernews:modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496073,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fmodest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977673 | hackernews:modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fmodest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474 | hackernews:modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=modest-economic-recovery-with-persistent-budget-challenges-may-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474
7d,0.0,0.0,NYC Independent Budget Office,report,,Snapshot: New York City Spending For Asylum Seekers,2023-05-08,https://www.ibo.nyc.ny.us/iboreports/snapshot-new-york-city-spending-for-asylum-seekers-may2023.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:snapshot-new-york-city-spending-for-asylum-seekers-may2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=snapshot-new-york-city-spending-for-asylum-seekers-may2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496073,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/snapshot-new-york-city-spending-for-asylum-seekers-may2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fsnapshot-new-york-city-spending-for-asylum-seekers-may2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674 | hackernews:snapshot-new-york-city-spending-for-asylum-seekers-may2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=snapshot-new-york-city-spending-for-asylum-seekers-may2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/snapshot-new-york-city-spending-for-asylum-seekers-may2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fsnapshot-new-york-city-spending-for-asylum-seekers-may2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474 | hackernews:snapshot-new-york-city-spending-for-asylum-seekers-may2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=snapshot-new-york-city-spending-for-asylum-seekers-may2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474
7d,0.0,0.0,NYC Independent Budget Office,report,,"Union Contracts to Increase Personnel Costs, Partially Offset by Low Headcount",2023-04-10,https://www.ibo.nyc.ny.us/iboreports/union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf,https://www.ibo.nyc.ny.us/iboreports/union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf,pdf,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496074,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Funion-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474 | hackernews:union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=union-contracts-to-increase-personnel-costs-partially-offset-by-low-headcount-april-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990475
7d,0.0,0.0,NYC Independent Budget Office,report,,"DOE Needs Additional City Funding to Continue Programs Funded with Covid Aid, For Carter Cases, & More",2023-03-15,https://www.ibo.nyc.ny.us/iboreports/doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fdoe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496073 | hackernews:doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496074,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fdoe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674 | hackernews:doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fdoe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990474 | hackernews:doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=doe-needs-additional-city-funding-to-continue-programs-funded-with-covid-aid-for-carter-cases-and-more-slide-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990475
7d,0.0,0.0,NYC Independent Budget Office,report,,"Budget Eliminates Hundreds of Vacant School Safety Positions, Following More Than 20 Percent Decline in Safety Agent Staffing in City’s Public Schools Over Three Years",2023-03-14,https://www.ibo.nyc.ny.us/iboreports/city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf,https://www.ibo.nyc.ny.us/iboreports/city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf,pdf,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fcity-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496074 | hackernews:city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496074,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977674,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fcity-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990475 | hackernews:city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=city-eliminates-hundreds-of-vacant-school-safety-positions-after-more-than-20-percent-decline-in-safety-agent-staffing-in-citys-public-schools-over-three-years-march-2023.pdf&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990475
7d,0.0,0.0,NYC Independent Budget Office,report,,How Have City Costs for Homeless Shelters Changed With Shifts in State and Federal Support?,2023-03-10,https://www.ibo.nyc.ny.us/iboreports/how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fhow-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496074 | hackernews:how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1780496075,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fhow-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977675 | hackernews:how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1779977675,0.0,0,0,0,0,0,"googlenews,hackernews",hackernews:https://www.ibo.nyc.ny.us/iboreports/how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=https%3A%2F%2Fwww.ibo.nyc.ny.us%2Fiboreports%2Fhow-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990475 | hackernews:how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html:403 Client Error: Forbidden for url: https://hn.algolia.com/api/v1/search_by_date?query=how-have-city-costs-changed-with-shifts-in-state-and-federal-support-for-homeless-shelters-march-2023.html&hitsPerPage=20&tags=story%2Ccomment&numericFilters=created_at_i%3E1777990476
